PageName,Post,Date,Shares,Likes,Comments,Haha,Love,Wow,Angry
Bubbles Car Wash Pakistan,"-Best Package for Car Wash-

""Platinum Wash""
10 Services in just Rs. 900.

Services Includes:
1- Shampoo Wash
2- Hand Wax Polish
3- Interior Vacuuming
4- Interior Dusting
5- Interior Dressing
6- Engine Wash
7- Undercarriage Wash
8- Glass Cleaning by Glass",20/09/2016,1,10,3,0,0,0,0
Bubbles Car Wash Pakistan,"TOYOTA VITZ was in for
â€¢ Revive Interior Detailing
â€¢ Engine Detailing
â€¢ Paint Correction Compounding
â€¢ High Gloss Polishing
â€¢ Head & Tail Lights Restoration",20/09/2016,1,1,0,0,0,0,0
Bubbles Car Wash Pakistan,"THE MAGIC
Bubbles Paint Correction Compounding &
High Gloss Polishing",19/09/2016,0,11,1,0,0,0,0
Bubbles Car Wash Pakistan,,19/09/2016,0,1,0,0,0,0,0
Bubbles Car Wash Pakistan,"Want to see the magic of Bubbles? Book your appointment and just wait for the Magic while we wash and maintain your Car !!

We Shall resume from Saturday 17th September, after Eid Holidays. 

For appointments inbox your car details or contact us on 03008233793 / 03008263393 / 03008263019.
#BubblesPakistan #CarWash #Heat #Summers #Tip #ProTip #Trick #Useful #Karachi #Tip #Trick",18/09/2016,0,3,0,0,0,0,0
Bubbles Car Wash Pakistan,"TOYOTA VITZ in for
â€¢ Revive Interior Detailing
â€¢ Engine Detailing
â€¢ Paint Correction Compounding
â€¢ High Gloss Polishing
â€¢ Head & Tail Lights Restoration

Results COMING SOON .......",18/09/2016,0,32,10,0,0,0,0
Bubbles Car Wash Pakistan,"Toyota Land Cruiser Prado in for
Revive Interior Detailing
Engine Detailing
Paint Correction Compounding 
High Glaze Polishing 
Complete Suspension Overhauling 
Complete Breaks Overhauling",17/09/2016,0,18,1,0,0,0,0
Bubbles Car Wash Pakistan,"SUZUKI SWIFT in for 
Revive Intercleaning
Engine Detailing
Paint Correction Compounding
High Glaze Polishing
Head & Tail Lights Restoration",17/09/2016,0,29,15,0,2,0,0
Bubbles Car Wash Pakistan,"""CAR FACT""

Did You Know???
For appointments inbox your car details or contact us on 03008233793 / 03008263393 / 03008263019.
#BubblesPakistan #CarWash #Heat #Summers #Tip #ProTip #Trick #Useful #Karachi #Tip #Trick",17/09/2016,0,7,0,0,0,0,0
Bubbles Car Wash Pakistan,,17/09/2016,0,17,4,0,0,1,0
Bubbles Car Wash Pakistan,This is NOT A Glass ....... This is BUBBLES GLOSS,16/09/2016,0,15,2,0,0,2,0
Bubbles Car Wash Pakistan,"""Need a Car Wash after Bakra Eid?
Choose from our variety of Car Wash & Interior Detailing packages to refresh your Car after Bakra Eid's hangouts.

Our Packages:
Quick Wash Rs. 400
Platinum Wash Rs. 900
Smart Detailing Rs. 2000
Revive Interior Detailing Rs. 4500

For appointments inbox your car details or contact us on 03008233793 / 03008263393 / 03008263019.
Prices may differ for Imported Luxury Vehicles, Jeeps, Vans, SUVs and also as per condition of car.
Book your slot now !",16/09/2016,4,498,6,0,0,0,0
Bubbles Car Wash Pakistan,"Your favorite Bubbles Car Wash Pakistan shall be back in action from Saturday 17th September 2016. 

For appointments inbox your car details or contact us on 03008233793 / 03008263393 / 03008263019.

Book your slot now !",15/09/2016,0,3,0,0,0,0,0
Bubbles Car Wash Pakistan,,15/09/2016,0,7,0,0,0,0,0
Bubbles Car Wash Pakistan,"""CAR FACT""

Did You Know???
For appointments inbox your car details or contact us on 03008233793 / 03008263393 / 03008263019.
#BubblesPakistan #CarWash #Heat #Summers #Tip #ProTip #Trick #Useful #Karachi #Tip #Trick",14/09/2016,0,13,0,0,0,0,0
Bubbles Car Wash Pakistan,"EID MUBARAK to All the Muslims from Bubbles Car Wash Pakistan <3
All the loving wishes for you today to bring much happiness your way. Eid Greetings !! :) :D

#Eid #Mubarak #Happiness #Sacrifice #Wishes #Prayers #Peace #Muslims #Greetings #Blessed",13/09/2016,0,7,0,0,0,0,0
Bubbles Car Wash Pakistan,,12/09/2016,1,2,0,0,0,0,0
Bubbles Car Wash Pakistan,"""CAR FACT""

Did You Know???
For appointments inbox your car details or contact us on 03008233793 / 03008263393 / 03008263019.
#BubblesPakistan #CarWash #Heat #Summers #Tip #ProTip #Trick #Useful #Karachi #Tip #Trick",12/09/2016,1,11,2,0,0,0,0
Bubbles Car Wash Pakistan,,11/09/2016,0,1,0,0,0,0,0
Bubbles Car Wash Pakistan,,11/09/2016,1,1,0,0,0,0,0
Bubbles Car Wash Pakistan,"Do you Know? There are Uncountable Benefits of buying the Genuine Parts for you Car !!

For appointments inbox your car details or contact us on 03008233793 / 03008263393 / 03008263019.
Prices may differ for Imported Luxury Vehicles, Jeeps, Vans, SUVs and also as per condition of car.
Book your slot now !",11/09/2016,0,6,1,0,0,0,0
Bubbles Car Wash Pakistan,"HAJJ Mubarak from Bubbles Car Wash Pakistan to all the Muslims around the World <3

#Hajj #Mubarak #StayBlessed #Wishes  #Love #Peace #Nature",10/09/2016,0,16,0,0,2,0,0
Bubbles Car Wash Pakistan,,10/09/2016,0,17,2,0,0,0,0
Bubbles Car Wash Pakistan,"Mercedes E320 in for
â€¢Multi Stage Paint Correction
â€¢High Glaze Polish
â€¢Interior Detailing
â€¢Engine Detailing
â€¢Head & Tail Lights Restoration",10/09/2016,0,13,0,0,0,0,0
Bubbles Car Wash Pakistan,,10/09/2016,0,7,0,0,0,0,0
Bubbles Car Wash Pakistan,"""Platinum Wash""
10 Services in just Rs. 900.

Services Includes:
1- Shampoo Wash
2- Hand Wax Polish
3- Interior Vacuuming
4- Interior Dusting
5- Interior Dressing
6- Engine Wash
7- Undercarriage Wash
8- Glass Cleaning by Glass Cleaner
9- Interior Perfuming
10- Tire Wax.

For appointments inbox your car details or contact us on 03008233793 / 03008263393 / 03008263019.
Prices may differ for Imported Luxury Vehicles, Jeeps, Vans, SUVs and also as per condition of car.
Book your slot now !",10/09/2016,36,1628,106,9,2,0,0
Bubbles Car Wash Pakistan,"Interior Detailing just got better !!

27 Service Included:
Interior Vacuuming, Interior Dressing, AC Vents Cleaning, Floor Carpet Cleaning, Seats Cleaning, Roof Cleaning, Dashboard Cleaning, Console Cleaning, Seat Belts Cleaning, Door Armrest Cleaning, Door Trims Cleaning, Door Jams Cleaning, Door Handles Cleaning, Door Pockets Cleaning, Rood Handles Cleaning, Interior Sin Visors Cleaning, Interior Body Piller Trim Cleaning, Rear Package Tray Cleaning, Glove Compartment Cleaning, Rear Luggage Compartment Cleaning, Window Cleaning by Glass Cleaner, Engine Cleaning with Degreaser, Under Carriage Wash, Car Shampoo Washing, Body Hand Wax, Tire Wash & Wax, Interior Perfuming.

For appointments inbox your car details or contact us on 03008233793 / 03008263393 / 03008263019.
Prices may differ for Imported Luxury Vehicles, Jeeps, Vans, SUVs and also as per condition of car.
Book your slot now",08/09/2016,38,3897,87,1,8,4,0
Bubbles Car Wash Pakistan,"""CAR FACT""

Did You Know???
For appointments inbox your car details or contact us on 03008233793 / 03008263393 / 03008263019.
#BubblesPakistan #CarWash #Heat #Summers #Tip #ProTip #Trick #Useful #Karachi #Tip #Trick",08/09/2016,0,8,0,0,0,0,0
Bubbles Car Wash Pakistan,"Don't Miss your 75% Discount on Car Maintenance Fiesta.

10 Super maintaining services in just Rs. 1550.
Deal Includes:
1- Engine Tuning,
2- Throttle Body Cleaning
3- Brakes Service
4- Suspensions Inspection
5- Engine Foundation Inspection
6- Nuts & Bolts Retorquing
7- Drive Belts Inspection
8- All Lubricants Inspection
9-Water Level Inspection
10- Interior Vacuuming
For appointments inbox your car details or contact us on 03008233793 / 03008263393 / 03008263019.
Prices may differ for Imported Luxury Vehicles, Hybrids, Jeeps, Vans, SUVs and also as per condition of car.
Book your slot now !",07/09/2016,30,2766,114,2,8,1,0
Bubbles Car Wash Pakistan,"Freedom is never more than one generation away from extinction. We didn't pass it to our children in the bloodstream. It must be fought for, protected, and handed on for them to do the same. <3

For appointments inbox your car details or contact us on 03008233793 / 03008263393 / 03008263019.
Prices may differ for Imported Luxury Vehicles, Jeeps, Vans, SUVs and also as per condition of car.
Book your slot now !",06/09/2016,0,8,0,0,1,0,0
Bubbles Car Wash Pakistan,"We have Extended the date of ""Car Maintenance Fiesta Deal"".

Get your Cars Maintained from Bubbles Car Wash Pakistan <3
Offering 75% Discount.
10 Super maintaining services in just Rs. 1550.
Deal Includes:
1- Engine Tuning,
2- Throttle Body Cleaning
3- Brakes Service
4- Suspensions Inspection
5- Engine Foundation Inspection
6- Nuts & Bolts Retorquing
7- Drive Belts Inspection
8- All Lubricants Inspection
9-Water Level Inspection
10- Interior Vacuuming
For appointments inbox your car details or contact us on 03008233793 / 03008263393 / 03008263019.
Prices may differ for Imported Luxury Vehicles, Hybrids, Jeeps, Vans, SUVs and also as per condition of car.
Book your slot now !",05/09/2016,0,8,0,0,0,0,0
Bubbles Car Wash Pakistan,"""CAR FACT""

Did You Know???

For appointments inbox your car details or contact us on 03008233793 / 03008263393 / 03008263019.
#BubblesPakistan #CarWash #Heat #Summers #Tip #ProTip #Trick #Useful #Karachi #Tip #Trick",04/09/2016,0,9,4,0,0,0,0
Bubbles Car Wash Pakistan,Paint Correction Compounding,03/09/2016,0,5,3,0,0,0,0
Bubbles Car Wash Pakistan,Head Lights Restoration,03/09/2016,0,9,5,0,0,0,0
Bubbles Car Wash Pakistan,"""CAR-REFRESHER DEAL to REFRESH YOUR CARS""
20 Premium Services in just Rs. 6000/-

Services Are:
(Clay Bar Treatment, Paint Correction Compounding, High Gloss Polishing, High Efficiency Wax, Car Shampoo Foaming, Interior Vacuuming, Interior Dressing, AC Vents Cleaning, Floor Carpet Cleaning, Seats Cleaning, Roof Cleaning, Dashboard Cleaning, Console Cleaning, Door Trims Cleaning, Rear Luggage Compartment Cleaning, Window Cleaning by Glass Cleaner, Engine Cleaning with Degreaser, Undercarriage Wash, Tire Wax and Interior Perfuming).
*Prices may vary for Jeeps, Vans & SUVs and also as per condition of car.
For appointments inbox your car details or contact us on 03008233793 / 03008263393 / 03008263019.
Book your slot now !",03/09/2016,42,3049,53,1,10,3,0
Bubbles Car Wash Pakistan,,02/09/2016,0,8,2,0,0,0,0
Bubbles Car Wash Pakistan,,02/09/2016,3,51,42,0,1,3,0
Bubbles Car Wash Pakistan,"Want to Drive the Victory Lane? Visit Bubbles Today so we could Wash, Wax & Maintain your Cars! Different Packages available.
Go, Grab your Victory !! ;)

For appointments inbox your car details or contact us on 03008233793 / 03008263393 / 03008263019.
Prices may differ for Imported Luxury Vehicles, Jeeps, Vans, SUVs and also as per condition of car.
Book your slot now !",02/09/2016,0,7,0,0,0,0,0
Bubbles Car Wash Pakistan,"Have no Time to Wash your Cars? No Problem, Bubbles have Got you Covered! Visit us or Book your Slot and we will wash your Cars and make them Shine. :)

For appointments inbox your car details or contact us on 03008233793 / 03008263393 / 03008263019.
Prices may differ for Imported Luxury Vehicles, Jeeps, Vans, SUVs and also as per condition of car.
Book your slot now !",01/09/2016,0,5,2,0,1,0,0
Binoria Foreign Students Dept.,"Sheikh Mussa Khamis and Sheikh Ubaidurrahman Raufi sharing a moment...
Two talented teachers of the department",26/10/2016,1,20,0,0,1,0,0
Binoria Foreign Students Dept.,Picture Highlights of the Nasheed Competition Event held today by the administration of Binoria Foreign Students Dept. among the students of this dept.,23/10/2016,8,40,2,0,1,0,0
Binoria Foreign Students Dept.,"#NasheedCompetition #Live 
Tomorrow 3:00pm Insha Allah",22/10/2016,4,14,0,0,0,0,0
Binoria Foreign Students Dept.,"Using three fingers while having food
#Sunnah
#Food",22/10/2016,1,14,0,0,0,0,0
Binoria Foreign Students Dept.,#Walking,20/10/2016,1,3,0,0,0,0,0
Binoria Foreign Students Dept.,#Nasheed #Competition,19/10/2016,2,11,1,0,0,0,0
Binoria Foreign Students Dept.,An old view,19/10/2016,5,61,1,0,0,1,0
Binoria Foreign Students Dept.,#DeewaneImamShafi(R.A),15/10/2016,2,18,0,0,0,0,0
Binoria Foreign Students Dept.,EID UL ADHA celebration of the students away from their home with no relatives around them only for the sake of the Almighty subhanahu wa tala,13/10/2016,8,45,1,0,1,2,0
Binoria Foreign Students Dept.,Ruzaik Hameed (Sri Lanka) speaks about #Muharram & #Ashoora,10/10/2016,58,145,53,0,18,0,1
Binoria Foreign Students Dept.,Abdullah Ahmed (Somaliya) Live,10/10/2016,5,13,7,0,4,0,0
Binoria Foreign Students Dept.,Suyuti (Thai) Live,10/10/2016,37,138,22,5,36,7,2
Binoria Foreign Students Dept.,Thasleem Binnoori speaks about #Muharram in #Sinhala language,10/10/2016,58,77,26,1,23,1,0
Binoria Foreign Students Dept.,"Watch about #AShoora in a while in #Tamil #Silnhala #Thai and #Somalian language 
#Muharram
#Ashoora",10/10/2016,2,16,1,0,0,0,0
Binoria Foreign Students Dept.,Abdunnasir (Cambodia) Live,09/10/2016,36,102,30,0,20,2,1
Binoria Foreign Students Dept.,Sheikh Sayed Abdul Qadir will be speaking about #Muharram & #Ashoraa today in #Spanish language at 5:55 pm Insha Allah,09/10/2016,2,6,0,0,0,0,0
Binoria Foreign Students Dept.,Abdunnasir Bin Ismael (Cambodia) will be speaking about #Muharram & #Ashooraa in Champa language tomorrow at 4:30  pm Insha Allah,08/10/2016,7,29,0,0,0,0,0
Binoria Foreign Students Dept.,Noor Kaya (Mohammed Yousuf) from Turkey speaks about #Muharram & #Ashoora in Turkish,08/10/2016,8,37,9,0,4,2,1
Binoria Foreign Students Dept.,Sheikh Muhammad Amin Kashighari speaks about #Muharram & #Ashoora in chinese (Madrin) language,08/10/2016,34,67,35,1,12,2,0
Binoria Foreign Students Dept.,Watch just in a while to Noori from turkey speaking about #Muharram & #Ashoora Live in Turkish,08/10/2016,1,18,0,0,0,0,0
Binoria Foreign Students Dept.,"#Muharram
Molana Ameen will be live today to address about the importance of Aashora in Mandarin the national language of China",08/10/2016,1,11,0,0,1,0,0
Binoria Foreign Students Dept.,Yousuf Ismael Live,07/10/2016,169,209,62,3,54,5,1
Binoria Foreign Students Dept.,Achmad Zamzury Live,07/10/2016,35,116,34,0,19,2,0
Binoria Foreign Students Dept.,Will be live in a while Insha Allah,07/10/2016,0,22,0,0,1,0,0
Binoria Foreign Students Dept.,"Today Yousuf Ismael (Cambodia) will be live at 4.30 pm
Insha Allah 
#Muharram2016
#BinoriaMedia",06/10/2016,6,43,5,0,1,0,0
Binoria Foreign Students Dept.,Sheikh Nooruddeen Live,06/10/2016,25,67,17,2,14,1,1
Binoria Foreign Students Dept.,Live tonight at 8 pm Insha Allah,06/10/2016,2,21,0,0,0,0,0
Binoria Foreign Students Dept.,Sheikh Mussa Khamis Live,05/10/2016,16,45,10,1,11,1,0
Binoria Foreign Students Dept.,"Sheikh Moussa Hamissou Dn Niger will be speaking about Ashoora today Insha Allah
we will be live tonight at 10:00 pm",05/10/2016,5,28,1,0,0,0,0
Binoria Foreign Students Dept.,Mr Steve from u.s.a and Rehan Allahwala visited our department along with Imran Noshad Khan today to meet the students of Binoria Foreign Students Dept.,03/10/2016,19,47,3,0,0,0,0
Binoria Foreign Students Dept.,will be uploaded soon Insha Allah,01/10/2016,0,7,1,0,0,0,0
Binoria Foreign Students Dept.,#JummaMubarak,29/09/2016,5,16,0,0,0,0,0
Binoria Foreign Students Dept.,"Ù–Midterm Exam Schedules 
Ø§Ù„Ø¬Ø§Ø¦Ø²Ûƒ Ø§Ù„Ø£ÙˆÙ„ÛŒ",28/09/2016,8,11,0,0,1,0,0
Binoria Foreign Students Dept.,Practice session of the School Anthem performed by the students at the annual event,26/09/2016,2,12,1,0,0,0,0
Binoria Foreign Students Dept.,"Junaid Jamshed with the students during his recording for his track of Hajj Kia Haseen Samaa Hoga by ARY Digital 
The complete HD video track can be seen in this link :
https://www.youtube.com/watch?v=KY2BuVJ9ee0",20/09/2016,13,54,1,0,0,0,0
Binoria Foreign Students Dept.,#EidNamaz,12/09/2016,2,17,1,0,0,0,0
Binoria Foreign Students Dept.,A friendly match played between the students of Thai and Cambodia couple of days back during the holidays -Admin,11/09/2016,5,49,0,0,1,0,0
Binoria Foreign Students Dept.,"Importance Of Ashra e Zilhajj - Abdurrahman Idrees (Cambodia)
#ImportanceOfZilhajj
#ForeignStudentsBinoria",08/09/2016,110,87,9,0,0,0,0
Binoria Foreign Students Dept.,Abdurahman Hambaly,06/09/2016,6,42,11,0,1,0,0
Binoria Foreign Students Dept.,Thai students of our department during their trip at dremworld resort,03/09/2016,8,53,3,0,1,0,0
Help International Welfare Trust (HIWT),,25/10/2016,6,10,0,0,0,0,0
Help International Welfare Trust (HIWT),Thanks to Engro Foods for sponsoring juices for Thalassemia Patients to distribute among them during their Blood Transfusion.,24/10/2016,4,18,1,0,0,0,0
Help International Welfare Trust (HIWT),,22/10/2016,8,10,0,0,0,0,0
Help International Welfare Trust (HIWT),"5th Board of Trustees Meeting held on Saturday October 22, 2016 where Mr. Abdul Rauf Tabani, Sr. Vice Chairman, Mr. Mohammed Rafiq Rangoonwala, Vice Chairman, Mr. Adil Ahmed Khan, President, Sayyid Mansoob Hasan, General Secretary, Ms. Sarwat Rani, Trustee & S. Arif Ali were present there.",22/10/2016,4,8,0,0,0,0,0
Help International Welfare Trust (HIWT),,22/10/2016,11,6,0,0,0,0,0
Help International Welfare Trust (HIWT),,20/10/2016,7,9,0,0,0,0,0
Help International Welfare Trust (HIWT),,19/10/2016,6,10,0,0,1,0,0
Help International Welfare Trust (HIWT),,18/10/2016,7,9,0,0,0,0,0
Help International Welfare Trust (HIWT),"Sponsor a Thalassemia Patient with PKR 12,000 per month.
www.hiwt.org/sponsor.html",14/10/2016,5,10,0,0,0,0,0
Help International Welfare Trust (HIWT),,13/10/2016,5,16,0,0,0,0,0
Help International Welfare Trust (HIWT),"24 Thalassemia Patients were transfused blood today at Help Thalassemia Care Center.
On this occasion Ms. Sarwat Rani, trustee also distributed donated Lunch boxes among our deserving patients.",08/10/2016,5,19,2,0,0,0,0
Help International Welfare Trust (HIWT),,07/10/2016,9,10,2,0,0,0,0
Help International Welfare Trust (HIWT),,06/10/2016,4,6,0,0,0,0,0
Help International Welfare Trust (HIWT),,05/10/2016,10,10,2,0,0,1,0
Help International Welfare Trust (HIWT),"Most of people who submitted Volunteer Membership Form www.hiwt.org/volunteer.php have been contacted.
They will be soon informed about Orientation Program.
Keep in touch for updates.

Regards,
Team HVP",01/10/2016,6,12,1,0,0,0,0
Help International Welfare Trust (HIWT),24 Thalassemia Patients were transfused blood today at Help Thalassemia Care Center.,01/10/2016,6,13,1,0,0,0,0
Help International Welfare Trust (HIWT),"Dear All,
Please find updated Thalassemia Screening camp result which was held at Botany Department Karachi University.",30/09/2016,4,8,7,0,0,0,0
Help International Welfare Trust (HIWT),HIWT successfully hold a free Thalassemia Screening Camp & Awareness at Botany Department Karachi University.,27/09/2016,4,16,5,0,0,0,0
Help International Welfare Trust (HIWT),Team HIWT checked in Botany Department Karachi University for Free Thalassemia Screening Camp.,27/09/2016,0,12,4,0,0,1,0
Help International Welfare Trust (HIWT),,24/09/2016,1,13,8,0,0,1,0
Help International Welfare Trust (HIWT),"HIWT has aimed to fully facilitate a total of a 100 registered thalassemia patients by year end. Our monthly expenses are projected to increase by PKR 1 million due to this expansion in our patient base. 

In order to keep providing unimpeded services, we plan on securing sponsorships for a total of 50 patients by this year. 

I request to reach out to our network of existing or potential donors and sponsors to ensure that we reach new milestones. 

I look forward to your usual support and commitment to our noble cause. 

Team - HIWT",24/09/2016,6,8,0,0,0,0,0
Help International Welfare Trust (HIWT),"Dear All, 
Who got their Thalassemia Screening done at 12th Health Asia in Expo Center are requested to be patience as all results of Day 2 & Day 3 will be posted today.
Jazak ALLAH Khair.",24/09/2016,0,6,1,0,0,0,0
Help International Welfare Trust (HIWT),HIWT successfully hold a free Thalassemia Screening Camp & Awareness on final Day 3,23/09/2016,6,19,7,0,1,0,0
Help International Welfare Trust (HIWT),HIWT successfully hold a free Thalassemia Screening Camp & Awareness on Day 2,21/09/2016,6,24,2,0,2,1,0
Help International Welfare Trust (HIWT),,21/09/2016,1,15,15,0,0,0,0
Help International Welfare Trust (HIWT),HIWT successfully hold a free Thalassemia Screening Camp on Day 1 at 12th Health Asia in Expo Center-Karachi.,20/09/2016,15,32,2,0,0,0,0
Help International Welfare Trust (HIWT),"ALHAMDULILLAH,
Help International Welfare Trust has started holding free Thalassemia Screening Camp at 12th Health Asia in Expo Center-Karachi at Hall # 5, Stall # 131 for consecutive three days from 20-22 September-2016.",20/09/2016,12,20,2,0,1,0,0
Help International Welfare Trust (HIWT),"Dear All,

Our server got problem receiving your responses. You all are kindly requested to reconsider submitting Volunteer Membership Form clicking below link,
www.hiwt.org/volunteer.php to proceed.

Regards,
Sakina Jaffery
Vice President, HVP",18/09/2016,15,23,5,0,0,0,0
Help International Welfare Trust (HIWT),"Help International Welfare Trust (HIWT) successfully performed IJTIMAI QURBANI-2016 project.

Muslim Welfare Centre also joined hands with HIWT.

Jazak ALLAH Khair.",14/09/2016,9,18,0,0,0,0,0
Help International Welfare Trust (HIWT),"HIWT is restructuring of Help Volunteer Program. Anyone interested to join please submit Volunteer Form clicking below link,
www.hiwt.org/volunteer.php to proceed.

Regards,
Sakina Jaffery
Vice President, HVP",12/09/2016,19,21,3,0,0,0,0
Help International Welfare Trust (HIWT),,12/09/2016,2,6,0,0,0,0,0
Help International Welfare Trust (HIWT),"HIWT is restructuring of Help Volunteer Program. Anyone interested to join please submit Volunteer Form clicking below link,
www.hiwt.org/volunteer.php to proceed.

Regards,
Sakina Jaffery
Vice President, HVP",10/09/2016,19,11,1,0,0,0,0
Help International Welfare Trust (HIWT),"A meeting held at D.C. Commissioner office, Lasbela Uthal Balochistan. Where Mr. Adil Ahmed Khan, president, Mr. Basheer Khan, Ex-Trustee briefed about HIWT and its activities.",10/09/2016,1,15,1,0,0,0,0
Help International Welfare Trust (HIWT),,10/09/2016,9,5,0,0,0,0,0
Help International Welfare Trust (HIWT),,08/09/2016,0,10,0,0,0,0,0
Help International Welfare Trust (HIWT),"HIWT organized a Free Thalassemia Screening Camp at University of Karachi, faculty of Pharmacy.

Thank you Zeeshan, Rehman, Sadia, Abuzar, Adina & Sakina for your kind efforts for this cause.

Regards,
Team Help",08/09/2016,6,32,0,0,0,0,0
Help International Welfare Trust (HIWT),"A delegation from Telenor Pakistan visited at Help Thalassemia Care Center to help in spreading awareness of Thalassemia disease to eradicate it from all over Pakistan through its various services. Where S. Arif Ali, Founder & Chairman, Mr. Adil Ahmed Khan, President were present there appreciating their work and ideas for this social cause.",08/09/2016,4,16,0,0,0,0,0
Help International Welfare Trust (HIWT),,08/09/2016,7,5,0,0,0,0,0
Help International Welfare Trust (HIWT),Participate in IJTIMAI QURBANI-2016 for the 100% free of cost quality care of Thalassemia Patients.,07/09/2016,8,7,0,0,0,0,0
Help International Welfare Trust (HIWT),Participate in IJTIMAI QURBANI-2016 for the 100% free of cost treatment of Thalassemia Patients.,05/09/2016,9,6,0,0,0,0,0
Help International Welfare Trust (HIWT),,02/09/2016,8,6,0,0,0,0,0
Help International Welfare Trust (HIWT),,01/09/2016,16,25,0,0,0,0,0
Help International Welfare Trust (HIWT),,01/09/2016,6,8,0,0,0,0,0
Sanco Marble,"Sanco Botticino Cream 
Available in 
Random blocks 
Random slabs
Square slabs 
Cut to size",19/09/2016,0,3,0,0,0,0,0
Sanco Marble,"Sanco Botticino Cream 
Available in 
Random blocks 
Random slabs
Square slabs 
Cut to size",16/09/2016,0,4,0,0,0,0,0
Sanco Marble,,16/09/2016,0,1,0,0,0,0,0
Sanco Marble,"Sanco Botticino cream.

12x24x1CM",16/09/2016,0,1,0,0,0,0,0
Sanco Marble,"Sanco botticino cream.
Available in 
60x60x2cm 
24.5x24.5x2cm
18x18x2cm",16/09/2016,0,4,0,0,0,0,0
Sanco Marble,"Sanco limestone 
Available in blocks , slabs and cut to size.",16/09/2016,0,10,0,0,0,0,0
Sanco Marble,Sanco Saad Botticino quarry,16/09/2016,0,2,0,0,0,0,0
The Smart School Paradise Campus,Happy Defence Day 2016,06/09/2016,1,45,3,0,3,0,0
The Smart School Paradise Campus,Art work by the creative students of Primary,06/09/2016,1,33,1,0,0,0,0
The Smart School Paradise Campus,"6th September --  Defence day of Pakistan
Pakistan Zindabad

Students of Playgroup learned alot today.",06/09/2016,1,53,1,0,1,0,0
The Smart School Paradise Campus,Creative Team of Paradise Campus,06/09/2016,0,37,2,0,0,0,0
The Smart School Paradise Campus,Toy Day of Class K.G.,04/09/2016,1,44,1,0,0,0,0
The Smart School Paradise Campus,Art activity by primary classes,04/09/2016,2,47,0,0,1,0,0
The Smart School Paradise Campus,,04/09/2016,2,39,0,0,0,0,0
The Smart School Paradise Campus,,04/09/2016,3,42,1,0,0,0,0
The Smart School Paradise Campus,,04/09/2016,1,44,0,0,0,1,0
The Smart School Paradise Campus,,04/09/2016,0,28,0,0,0,0,0
The Smart School Paradise Campus,,04/09/2016,0,33,0,0,0,0,0
"All Sindh Private Schools Association District South, Karachi.","A corner meeting of All Private schools Association District South regarding Member of Karachi Board in Lyari. 
We support the very sincere and only eligible candidate Mr. Muhammed Anwar.
We request all the school heads to vote Mr. Muhammed Anwar on 19th October 2016 and get rid of education Mafia from Karachi.",17/10/2016,4,5,0,0,0,0,0
"All Sindh Private Schools Association District South, Karachi.",,17/10/2016,0,3,0,0,0,0,0
"All Sindh Private Schools Association District South, Karachi.",,05/10/2016,0,1,0,0,0,0,0
"All Sindh Private Schools Association District South, Karachi.",,05/10/2016,0,0,0,0,1,0,0
"All Sindh Private Schools Association District South, Karachi.","Vote and Support. 
In shaa Allah we will win this election by a large margin.",28/09/2016,7,7,1,0,0,0,0
"All Sindh Private Schools Association District South, Karachi.",,23/09/2016,3,4,0,0,0,0,0
"All Sindh Private Schools Association District South, Karachi.","Boy Scouts Training Camp 2016
at Ghora Gali, Murree Hills",18/09/2016,0,3,0,0,0,0,0
"All Sindh Private Schools Association District South, Karachi.",inshaallah,18/09/2016,10,6,0,0,0,0,0
"All Sindh Private Schools Association District South, Karachi.","Boy Scouts Training Camp 2016
at Ghora Gali, Murree Hills",17/09/2016,0,0,0,0,0,0,0
"All Sindh Private Schools Association District South, Karachi.",Sep-16,15/09/2016,7,6,1,0,0,0,0
"All Sindh Private Schools Association District South, Karachi.","Boy Scouts Training Camp 2016
at Ghora Gali, Murree Hills",12/09/2016,0,6,1,0,0,0,0
"All Sindh Private Schools Association District South, Karachi.","Boy Scouts Training Camp 2016
at Ghora Gali, Murree Hills",12/09/2016,4,8,1,0,0,0,0
"All Sindh Private Schools Association District South, Karachi.","Boy Scouts Training Camp 2016
at Ghora Gali, Murree Hills",12/09/2016,0,7,1,0,0,0,0
"All Sindh Private Schools Association District South, Karachi.",,12/09/2016,0,2,1,0,0,0,0
"All Sindh Private Schools Association District South, Karachi.","Boy Scouts Training Camp 2016
at Ghora Gali, Murree Hills",11/09/2016,6,4,0,0,0,0,0
"All Sindh Private Schools Association District South, Karachi.",,11/09/2016,0,2,0,0,0,0,0
"All Sindh Private Schools Association District South, Karachi.","Boy Scouts Training Camp 2016
at Ghora Gali, Murree Hills",11/09/2016,5,6,0,0,0,0,0
"All Sindh Private Schools Association District South, Karachi.","Boy Scouts Training Camp 2016
at Ghora Gali, Murree Hills",10/09/2016,4,6,0,0,0,0,0
"All Sindh Private Schools Association District South, Karachi.","Boy Scouts Training Camp 2016
at Ghora Gali, Murree Hills",10/09/2016,5,8,0,0,0,0,0
"All Sindh Private Schools Association District South, Karachi.","Boy Scouts Training Camp 2016
at Ghora Gali, Murree Hills",09/09/2016,6,12,2,0,0,0,0
"All Sindh Private Schools Association District South, Karachi.",,08/09/2016,0,5,0,0,0,0,0
